g2dmark,level,maxtdp,name,price,rank,sample,score,segment
37,low_end,-1,Matrox M9128 LP PCIe x16,NA,2192,3,32,gpus
270,low_end,-1,Red Hat QXL controller,NA,2193,2,32,gpus
82,low_end,-1,GeForce 7050 PV / nForce 630a,NA,2194,90,31,gpus
16,low_end,-1,GeForce 6150SE nForce 430,NA,2195,1490,31,gpus
169,low_end,-1,Radeon X1270,NA,2196,63,31,gpus
178,low_end,-1,FireGL T2-128,NA,2197,3,31,gpus
166,low_end,-1,MOBILITY RADEON 9550,NA,2198,1,30,gpus
282,low_end,-1,All-in-Wonder X1800XL,NA,2199,1,30,gpus
192,low_end,-1,Radeon Xpress 1150,NA,2200,193,30,gpus
73,low_end,-1,GeForce 6100 nForce 405,NA,2201,195,30,gpus
188,low_end,-1,RADEON XPRESS 200,NA,2202,14,30,gpus
149,low_end,-1,Radeon 9550 / X1050,NA,2203,40,29,gpus
77,low_end,-1,GeForce 6200 LE,41.24*,2204,133,28,gpus
157,low_end,-1,MOBILITY RADEON 9700,NA,2205,29,27,gpus
251,low_end,-1,MOBILITY FireGL V5250,NA,2206,28,27,gpus
142,low_end,-1,RADEON 9600SE,NA,2207,10,27,gpus
43,low_end,-1,GeForce 6100,NA,2208,136,27,gpus
175,low_end,-1,MOBILITY RADEON XPRESS 200,NA,2209,26,27,gpus
148,low_end,-1,RADEON 9600 PRO Family,NA,2210,30,27,gpus
191,low_end,-1,Radeon Xpress 1270,NA,2211,2,27,gpus
228,low_end,-1,GeForce 7100 / nForce 620i,NA,2212,1,26,gpus
243,low_end,-1,PHDGD Sapphire GR for Mobile Intel 965,NA,2213,3,26,gpus
27,low_end,-1,Matrox M9120 Plus LP PCIe x16,NA,2214,2,26,gpus
138,low_end,-1,Matrox M9125 PCIe x16,NA,2215,1,26,gpus
234,low_end,-1,GeForce 6100 nForce 420,NA,2216,4,25,gpus
242,low_end,-1,GeForce 6100 nForce 400,NA,2217,12,25,gpus
101,low_end,-1,GeForce 7050 / nForce 610i,NA,2218,109,25,gpus
149,low_end,-1,RADEON 9600 Family,NA,2219,19,25,gpus
137,low_end,-1,MOBILITY RADEON 9600 PRO TURBO,NA,2220,6,25,gpus
265,low_end,-1,GeForce 6150SE,NA,2221,20,25,gpus
146,low_end,-1,GeForce FX 5700LE,NA,2222,22,25,gpus
211,low_end,-1,GeForce Go 6400,NA,2223,4,24,gpus
203,low_end,-1,Mobile Intel 965 Express-Chipsatzfamilie,NA,2224,4,24,gpus
264,low_end,-1,Quadro NVS 210S,NA,2225,13,24,gpus
131,low_end,-1,RADEON 9800 SE,NA,2226,4,24,gpus
390,low_end,-1,Matrox M9140 LP PCIe x16,NA,2227,6,23,gpus
138,low_end,-1,ALL-IN-WONDER 9800,NA,2228,1,23,gpus
98,low_end,-1,GeForce 7200 GS,NA,2229,1,23,gpus
249,low_end,-1,GeForce 6100 nForce 430,NA,2230,8,23,gpus
9,low_end,-1,S3 Chrome S25,NA,-1,1,23,gpus
305,mid_range,-1,Radeon R9 M270X,NA,899,18,"1,204",gpus
417,mid_range,-1,GeForce GT 745A,NA,900,11,"1,201",gpus
161,mid_range,-1,GeForce GPU,NA,901,90,"1,198",gpus
693,mid_range,28,Radeon HD 7750M,NA,902,3,"1,191",gpus
459,mid_range,-1,Radeon R7 +8G,NA,903,1,"1,191",gpus
132,mid_range,289,GeForce GTX 295,159.99*,904,454,"1,188",gpus
290,mid_range,65,GeForce GT 640,109.99*,905,4547,"1,184",gpus
279,mid_range,-1,FirePro V5800,53.00*,906,13,"1,184",gpus
450,mid_range,-1,Radeon Ryzen 3 7330U,NA,907,3,"1,182",gpus
265,mid_range,-1,GeForce 840A,NA,908,35,"1,180",gpus
327,mid_range,-1,Radeon R7 Opteron X3421,NA,909,16,"1,169",gpus
465,mid_range,150,FireStream 9250,NA,910,2,"1,165",gpus
186,mid_range,-1,Firepro W4190M,NA,911,56,"1,164",gpus
506,mid_range,-1,Radeon Ryzen Embedded V2516,NA,912,2,"1,164",gpus
158,mid_range,-1,Quadro K620M,NA,913,132,"1,162",gpus
335,mid_range,86,Radeon HD 5750,69.99*,914,2376,"1,162",gpus
297,mid_range,-1,NVS 810,624.99*,915,19,"1,161",gpus
456,mid_range,-1,Barco MXRT 5400,203.00*,916,3,"1,161",gpus
188,mid_range,30,Quadro M500M,NA,917,80,"1,161",gpus
332,mid_range,-1,Intel HD P630,NA,918,55,"1,160",gpus
917,mid_range,-1,Intel Coffee Lake UHD,NA,919,9,"1,158",gpus
271,mid_range,-1,Radeon R7 A10-7870K,NA,920,440,"1,158",gpus
278,mid_range,-1,Intel HD P530,NA,921,191,"1,150",gpus
240,mid_range,-1,Radeon R7 M465,NA,922,10,"1,150",gpus
348,mid_range,-1,GeForce 940A,NA,923,5,"1,145",gpus
335,mid_range,-1,Radeon R7 A8-7690K,NA,-1,1,"1,141",gpus
318,mid_range,-1,GeForce 930A,NA,924,24,"1,140",gpus
740,mid_range,-1,Radeon HD 8850M / R9 M265X,NA,925,3,"1,140",gpus
486,mid_range,-1,GeForce 830A,NA,926,24,"1,138",gpus
346,mid_range,-1,Radeon R7 A10-9700E RADEON,NA,927,8,"1,138",gpus
541,mid_range,250,Radeon HD 4850 X2,NA,928,39,"1,132",gpus
500,mid_range,-1,Radeon HD 7560D + 6670 Dual,NA,929,7,"1,131",gpus
310,mid_range,-1,Radeon R7 + R7 200 Dual,NA,930,127,"1,129",gpus
398,mid_range,-1,Radeon HD 8650G + 7700M Dual,NA,931,1,"1,126",gpus
500,mid_range,-1,Radeon HD 7660D + 7500 Dual,NA,932,1,"1,121",gpus
268,mid_range,-1,FirePro M4170,NA,933,17,"1,119",gpus
294,mid_range,-1,Radeon R7 A12-9800 RADEON,NA,934,72,"1,118",gpus
152,mid_range,33,GeForce 940M,NA,935,2660,"1,116",gpus
569,mid_range,-1,Radeon R9 M275,699.99*,936,18,"1,115",gpus
226,mid_range,-1,Radeon 625,NA,937,27,"1,114",gpus
266,mid_range,-1,Intel HD 630,NA,938,6174,"1,114",gpus
296,mid_range,-1,Intel UHD Graphics 710,NA,939,55,"1,101",gpus
551,mid_range,-1,Radeon HD 7660D + 6570 Dual,NA,940,2,"1,100",gpus
764,mid_range,-1,Quadro 2100M,NA,941,1,"1,100",gpus
212,mid_range,-1,Radeon R7 M460,NA,942,59,"1,100",gpus
326,mid_range,-1,GeForce GT 545,55.59*,943,346,"1,097",gpus
402,mid_range,-1,Radeon R7 430,120.29,944,87,"1,096",gpus
353,mid_range,-1,Radeon R5 PRO A6-9500 2C+6G,NA,945,9,"1,096",gpus
177,mid_range,45,GeForce GT 745M,NA,946,569,"1,092",gpus
818,mid_range,-1,GeForce GTX 850M - MODDED,NA,947,1,"1,092",gpus
290,mid_range,75,Radeon R7 250,189.97*,948,2739,"1,089",gpus
214,mid_range,50,Mobility Radeon HD 5870,NA,949,794,"1,089",gpus
148,mid_range,-1,GeForce 920MX,NA,950,911,"1,085",gpus
249,mid_range,45,Quadro K1100M,322.99*,951,1427,"1,084",gpus
420,mid_range,-1,MIRRORV3,NA,952,1,"1,081",gpus
148,mid_range,30,GeForce 840M,NA,953,4433,"1,080",gpus
477,mid_range,-1,Barco MXRT 5450,199.99*,954,5,"1,079",gpus
195,mid_range,-1,Radeon 535,NA,955,33,"1,072",gpus
381,mid_range,-1,Radeon HD 8450G + 8600/8700M Dual,NA,956,1,"1,070",gpus
493,mid_range,-1,Radeon HD 7660D + 7670 Dual,NA,957,4,"1,062",gpus
331,mid_range,-1,Radeon HD 7520G + 7700M Dual,NA,958,3,"1,061",gpus
332,mid_range,-1,Radeon Vega 3 Athlon 3000G,NA,959,27,"1,060",gpus
622,mid_range,-1,Firepro M4100,NA,960,25,"1,059",gpus
204,mid_range,-1,Radeon R9 M265X,NA,961,115,"1,057",gpus
639,mid_range,-1,OPAL XT/GL,NA,962,1,"1,053",gpus
702,mid_range,-1,Radeon HD 7670A,NA,963,5,"1,050",gpus
551,mid_range,-1,GeForce GTX 850A,NA,964,6,"1,050",gpus
283,mid_range,-1,Radeon R7 A12-9730P RADEON,NA,965,12,"1,047",gpus
411,mid_range,-1,Radeon R7 340,NA,966,14,"1,046",gpus
373,mid_range,-1,Radeon R7 + R7 240 Dual,NA,967,9,"1,045",gpus
505,mid_range,-1,Radeon HD 8570D + 6670 Dual,NA,968,1,"1,040",gpus
244,mid_range,-1,Intel UHD Graphics 620,NA,969,16938,"1,037",gpus
519,mid_range,-1,Radeon HD 8570D + HD 8570 Dual,NA,970,3,"1,033",gpus
553,mid_range,-1,Radeon HD 8600/8700M,NA,971,80,"1,030",gpus
219,mid_range,-1,Radeon R7 M350,NA,972,20,"1,030",gpus
530,mid_range,-1,Radeon R7 + R5 330 Dual,NA,973,4,"1,028",gpus
221,mid_range,-1,FirePro W4170M,NA,974,238,"1,025",gpus
316,mid_range,-1,Radeon Vega 3 Mobile,NA,975,43,"1,025",gpus
265,mid_range,86,Radeon HD 6750,79.99*,976,718,"1,025",gpus
231,mid_range,-1,Radeon R9 A375,NA,-1,1,"1,024",gpus
525,mid_range,-1,Radeon HD 8670D + R7 240 Dual,NA,977,3,"1,020",gpus
334,mid_range,-1,Radeon Vega 3 Athlon 300GE,NA,-1,1,"1,020",gpus
255,mid_range,55,Quadro K2000M,144.04*,978,852,"1,018",gpus
312,mid_range,75,Quadro 3000M,69.99*,979,580,"1,017",gpus
522,mid_range,-1,Radeon HD 6700M,NA,980,1011,"1,017",gpus
437,mid_range,-1,Radeon R5 A6-9500E 2C+4G,NA,981,1,"1,015",gpus
319,mid_range,-1,Radeon RX Vega 6,NA,-1,1,"1,015",gpus
150,mid_range,-1,GeForce 930M,NA,982,703,"1,013",gpus
552,mid_range,25,Radeon HD 7690M XT,NA,983,4,"1,009",gpus
172,mid_range,-1,Radeon R7 M260X,NA,984,41,"1,006",gpus
137,mid_range,25,GeForce 830M,NA,985,312,"1,006",gpus
576,mid_range,20,Radeon HD 7690M,NA,986,26,"1,003",gpus
347,mid_range,-1,Radeon HD 7660G + HD 7500/7600 7500/7600 Dual,NA,987,1,"1,002",gpus
401,mid_range,-1,Radeon HD 8570D + R7 200 Dual,NA,988,5,999,gpus
322,mid_range,-1,Radeon HD 7660G + HD 7500M/7600M Dual,NA,989,2,999,gpus
292,mid_range,-1,Radeon HD 7640G + HD 8750M Dual,NA,990,7,997,gpus
251,mid_range,-1,Intel HD 530,NA,991,11331,995,gpus
177,mid_range,-1,Radeon 530,NA,992,340,995,gpus
467,mid_range,-1,Radeon R7 A265,NA,993,5,994,gpus
76,mid_range,150,Quadro FX 4800,204.00*,994,473,992,gpus
433,mid_range,-1,Radeon HD 7560D + 7570 Dual,NA,995,1,985,gpus
239,mid_range,-1,"Radeon R5 PRO A6-8570 R5, 8 COMPUTE CORES 2C+6G",NA,996,9,985,gpus
768,mid_range,-1,Radeon HD 8690M,NA,997,9,984,gpus
360,mid_range,-1,Radeon R5 340,NA,998,16,984,gpus
420,mid_range,-1,Radeon HD 7560D + 7560D Dual,NA,999,2,983,gpus
287,mid_range,95,Radeon R7 A10-7850K,NA,1000,710,981,gpus
270,mid_range,-1,Radeon R5 A10-9630P 4C+6G,NA,1001,13,977,gpus
308,mid_range,75,FirePro V4900,149.99*,1002,234,977,gpus
320,mid_range,-1,Quadro 2000D,140.00*,1003,164,975,gpus
145,low_end,-1,RADEON A9800XT,NA,2231,1,23,gpus
176,low_end,-1,RADEON XPRESS 200M,NA,2232,25,23,gpus
250,low_end,-1,GeForce 6150,329.00*,2233,72,22,gpus
272,low_end,-1,Quadro NVS 210S / GeForce 6150LE,NA,2234,9,21,gpus
183,low_end,-1,PHDGD Solo 2 x64,NA,2235,2,20,gpus
869,low_end,-1,Matrox M9120 PCIe x16,NA,2236,1,20,gpus
92,low_end,-1,GeForce Go 6150,NA,2237,122,19,gpus
202,low_end,-1,QXL KMDOD,NA,2238,1,19,gpus
251,low_end,-1,S3 Chrome S25 DDR2,NA,2239,2,18,gpus
138,low_end,-1,RADEON 9600 TX Family,NA,2240,2,18,gpus
193,low_end,-1,GeForce 7150M / nForce 630M,NA,2241,149,18,gpus
164,low_end,-1,RADEON XPRESS 200 CROSSFIRE,NA,2242,1,18,gpus
145,low_end,-1,Quadro FX 2000,NA,2243,1,18,gpus
181,low_end,-1,GeForce Go 6100,NA,2244,88,18,gpus
186,low_end,-1,GeForce FX Go 5600,NA,2245,11,18,gpus
263,low_end,-1,Mobile Intel965 Express,NA,2246,1,18,gpus
121,low_end,-1,GeForce FX 5600 Ultra,NA,2247,2,17,gpus
210,low_end,-1,GeForce FX Go5650,NA,2248,2,17,gpus
148,low_end,-1,GRID V100-8Q,NA,2249,1,16,gpus
250,low_end,-1,NV44,NA,2250,1,15,gpus
204,low_end,-1,GeForce Go 6200,NA,2251,18,15,gpus
203,low_end,-1,Quadro FX 500/600 PCI,NA,2252,6,14,gpus
85,low_end,-1,Radeon HD 2400 PCI,NA,2253,3,14,gpus
238,low_end,-1,GeForce 7000M,NA,2254,2,13,gpus
187,low_end,-1,GeForce 7000M / nForce 610M,NA,2255,119,13,gpus
167,low_end,-1,GeForce FX 5600,NA,2256,35,13,gpus
159,low_end,-1,GeForce FX Go5300,NA,2257,2,13,gpus
11,low_end,-1,Intel 82945G Express,NA,2258,1823,12,gpus
138,low_end,-1,GeForce FX 5200 Ultra,NA,2259,2,12,gpus
193,low_end,-1,GeForce FX 5200SE,NA,2260,2,12,gpus
282,low_end,-1,FireMV 2400 PCIe,NA,2261,4,11,gpus
312,low_end,-1,RGH Drivers v3,NA,2262,2,11,gpus
168,low_end,-1,PHDGD Solo 1.2.0 x86,NA,2263,2,11,gpus
78,low_end,-1,Master X3100 Driver,NA,2264,1,10,gpus
125,low_end,-1,MOBILITY IGP 9000/9100,NA,2265,1,10,gpus
140,low_end,-1,Matrox Parhelia 256MB,NA,2266,1,9,gpus
39,low_end,-1,VIA Chrome9 HD IGP,NA,2267,22,9,gpus
163,low_end,-1,ASUS A7000,NA,2268,1,9,gpus
165,low_end,-1,GeForce FX 5600XT,NA,2269,10,9,gpus
143,low_end,-1,GeCube RADEON 7000,NA,2270,1,9,gpus
189,low_end,-1,GeForce FX Go 5200,NA,2271,29,8,gpus
303,low_end,-1,Intel Q35 Embedded,NA,2272,1,8,gpus
152,low_end,-1,GeForce FX 5500,153.97*,2273,178,8,gpus
124,low_end,-1,Mobile Intel 965 Express - BR-0907-0461 v1839,NA,2274,1,8,gpus
260,low_end,-1,Quadro NVS 280 PCI,130.00*,2275,1,8,gpus
239,low_end,-1,Intel 82945G Express-Chipsatzfamilie,NA,2276,1,8,gpus
143,low_end,-1,MOBILITY RADEON 9000 IGP,NA,2277,18,8,gpus
247,low_end,-1,GeForce FX 5100,NA,2278,1,8,gpus
207,low_end,-1,ASUS V9520-X V62.11,NA,2279,1,8,gpus
150,low_end,-1,Quadro FX 500/FX 600,NA,2280,7,8,gpus
154,low_end,-1,GeForce FX 5200,129.00*,2281,414,8,gpus
66,low_end,-1,Intel US15 Embedded Media and Controller,NA,2282,2,7,gpus
170,low_end,-1,GeForce4 Ti 4400,NA,2283,3,7,gpus
170,low_end,-1,GeForce FX 5200LE,42.99*,2284,3,7,gpus
58,low_end,-1,Intel Media Accelerator 600,NA,2285,2,7,gpus
186,low_end,-1,GeForce4 Ti 4800 SE,NA,2286,5,7,gpus
251,low_end,-1,Matrox Millennium P690 Plus LP PCIe x16,NA,2287,2,7,gpus
225,low_end,-1,Quadro4 380 XGL,NA,2288,6,7,gpus
145,low_end,-1,RADEON 8500 Family,NA,2289,1,7,gpus
198,low_end,-1,GeForce4 MX Integrated GPU,NA,2290,13,7,gpus
86,low_end,-1,V9560XT,NA,2291,1,6,gpus
147,low_end,-1,GeForce2 Ultra,NA,2292,1,6,gpus
151,low_end,-1,MOBILITY RADEON 7000 IGP,NA,2293,4,6,gpus
197,low_end,-1,GeForce PCX 5300,NA,2294,3,6,gpus
162,low_end,-1,RADEON 9100 Family,NA,2295,3,6,gpus
116,low_end,-1,Quadro NVS 55/280 PCI,NA,2296,2,6,gpus
136,low_end,-1,RADEON IGP 350M,NA,2297,2,6,gpus
155,low_end,-1,GeForce4 440 Go 64M,NA,2298,6,6,gpus
225,low_end,-1,VIA/S3G UniChromeII,NA,2299,2,6,gpus
190,low_end,-1,GeForce4 Ti 4800,NA,2300,1,6,gpus
223,low_end,-1,Mobile Intel 945GM Express,NA,2301,400,6,gpus
184,low_end,-1,Quadro 280 NVS PCIe,NA,2302,3,6,gpus
218,low_end,-1,NVIDIA GeForce3 Ti200,NA,2303,1,6,gpus
206,low_end,-1,Intel 82915G Express,NA,2304,16,6,gpus
118,low_end,-1,MOBILITY RADEON 9000/9100 IGP,NA,2305,6,6,gpus
22,low_end,-1,Intel Q33 Express,NA,2306,172,6,gpus
274,low_end,-1,Matrox Parhelia APVe,NA,2307,3,6,gpus
128,low_end,-1,ALL-IN-WONDER RADEON 8500DV,NA,2308,4,6,gpus
153,low_end,-1,GeForce4 Ti 4200,NA,2309,55,6,gpus
199,low_end,-1,GeForce4 448 Go,NA,2310,2,6,gpus
172,low_end,-1,GeForce4 Ti 4600,53.99*,2311,10,6,gpus
127,low_end,-1,RADEON 9100 IGP,NA,2312,3,5,gpus
168,low_end,-1,GeForce4 420 Go 32M,NA,2313,13,5,gpus
286,low_end,-1,Matrox Millennium P650 PCIe 128,NA,2314,3,5,gpus
223,low_end,-1,Mobile Intel 945GM/GU Express,NA,2315,10,5,gpus
157,low_end,-1,SAPPHIRE RADEON 9000 ATLANTIS PRO,NA,2316,1,5,gpus
28,low_end,-1,Xabre,NA,2317,2,5,gpus
200,low_end,-1,GeForce 256,42.04*,2318,2,5,gpus
180,low_end,-1,Quadro4 980 XGL,341.43*,2319,2,5,gpus
192,low_end,-1,GeForce4 440,NA,2320,1,5,gpus
194,low_end,-1,Quadro4 900 XGL,NA,2321,1,5,gpus
102,low_end,-1,ALL-IN-WONDER 9000,NA,2322,4,5,gpus
120,low_end,-1,GeForce3,NA,2323,4,5,gpus
156,low_end,-1,GeForce4 MX 440 with AGP8X,NA,2324,128,5,gpus
197,low_end,-1,WinFast A250 LE,NA,2325,1,5,gpus
186,low_end,-1,GeForce2 MX with DVI-D and TV-out,NA,2326,1,5,gpus
168,low_end,-1,GeForce4 MX 420,NA,2327,41,5,gpus
86,low_end,-1,MOBILITY FIREGL 7800,NA,2328,1,5,gpus
124,low_end,-1,RADEON 7500 Family,NA,2329,3,5,gpus
164,low_end,-1,VIA/S3G UniChrome Pro IGP,NA,2330,213,5,gpus
194,low_end,-1,Intel 82865G Controller,NA,2331,396,5,gpus
41,low_end,-1,Intel 915G/915GV/910GL Embedded Controller Functio,NA,2332,1,5,gpus
125,low_end,-1,RADEON 9000,NA,2333,1,5,gpus
148,low_end,-1,GeForce2 Ti,NA,2334,5,5,gpus
34,low_end,-1,XGI Volari Family v1.13.23.D_V,NA,2335,1,5,gpus
158,low_end,-1,GeForce4 MX 440SE,NA,2336,4,5,gpus
139,low_end,-1,GeForce4 MX 440,NA,2337,54,5,gpus
142,low_end,-1,Quadro2 MXR/EX,NA,2338,1,5,gpus
251,low_end,-1,Intel 945G Embedded Chipset Function 0,NA,2339,1,5,gpus
419,mid_range,-1,Radeon HD 8670D + 8570 Dual,NA,1004,1,974,gpus
502,mid_range,-1,Radeon HD 8850M,NA,1005,14,973,gpus
336,mid_range,-1,Radeon R6 A10-9600P 4C+6G,NA,1006,1,970,gpus
247,mid_range,-1,Radeon R7 PRO A12-8870E,NA,1007,23,967,gpus
350,mid_range,-1,Radeon HD 7660G N HD 7660G + HD 7700M N HD 7700M D,NA,1008,2,967,gpus
572,mid_range,-1,Radeon HD 6770M,NA,1009,10,964,gpus
226,mid_range,-1,Radeon R7 PRO A10-9700E,529.00*,1010,37,964,gpus
489,mid_range,-1,Radeon HD 8570D + R7 240 Dual,NA,1011,5,964,gpus
288,mid_range,66,Radeon HD 8570,98.68*,1012,345,963,gpus
92,mid_range,-1,Qualcomm Adreno 690 GPU,NA,1013,12,963,gpus
283,mid_range,-1,Radeon R7 PRO A8-9600,NA,1014,17,963,gpus
233,mid_range,-1,Radeon R7 M270DX,NA,-1,1,962,gpus
202,mid_range,-1,TENSOR 1.0 Driver Intel HD 530,NA,-1,1,958,gpus
398,mid_range,-1,Radeon R6 Opteron X3418,NA,1015,3,955,gpus
178,mid_range,-1,Radeon R7 M445,744.00*,1016,82,955,gpus
313,mid_range,-1,Radeon R5 430,59.00*,1017,145,951,gpus
505,mid_range,-1,Radeon HD 8670D + R7 200 Dual,NA,1018,10,950,gpus
467,mid_range,-1,Radeon HD 8570 + HD 7660D Dual,NA,1019,1,949,gpus
209,mid_range,-1,Radeon HD 8750M,NA,1020,392,949,gpus
454,mid_range,-1,Quadro CX,149.95*,1021,3,947,gpus
320,mid_range,-1,Radeon HD 6670/7670,NA,1022,1,946,gpus
325,mid_range,-1,Radeon HD 7640G + 7690M Dual,NA,1023,1,946,gpus
552,mid_range,-1,Radeon R7 PRO A10-8850B,NA,1024,23,945,gpus
208,mid_range,-1,zxcvIntel HD 620,NA,-1,1,944,gpus
299,mid_range,62,Quadro 2000,213.23*,1025,2126,944,gpus
452,mid_range,-1,Radeon HD 7660D + R7 240 Dual,NA,1026,2,942,gpus
257,mid_range,-1,Radeon R7 A12-9800E RADEON,139.19*,1027,17,941,gpus
486,mid_range,-1,Radeon HD 6750M,NA,1028,12,937,gpus
93,mid_range,110,Radeon HD 4850,378.00*,1029,2780,937,gpus
243,mid_range,-1,Radeon R7 PRO A12-9800E,NA,1030,26,937,gpus
424,mid_range,-1,Radeon HD 7560D + HD 8570 Dual,NA,1031,1,936,gpus
270,mid_range,-1,Radeon R7 PRO A12-9800,NA,1032,18,933,gpus
163,mid_range,-1,Radeon R9 M375,NA,1033,72,932,gpus
391,mid_range,-1,Radeon HD 7660G + 7730M Dual,NA,1034,2,931,gpus
470,mid_range,-1,Radeon R7 240 + HD 8670D Dual,NA,1035,4,930,gpus
178,mid_range,-1,FirePro M4150,NA,1036,42,929,gpus
228,mid_range,-1,Radeon R7 A10-9700 RADEON,NA,1037,156,929,gpus
219,mid_range,-1,Intel HD Graphics 620,NA,1038,11844,927,gpus
547,mid_range,-1,Intel Iris Pro 6100,NA,1039,1,925,gpus
432,mid_range,-1,Radeon Vega 3 Athlon Gold PRO 3150GE,NA,-1,1,920,gpus
162,mid_range,32,GeForce GT 645M,NA,1040,234,919,gpus
352,mid_range,-1,Radeon R7 240 + HD 8570D Dual,NA,1041,3,918,gpus
362,mid_range,-1,Radeon R7 A10 PRO-7850B,NA,1042,13,915,gpus
613,mid_range,-1,GRID M10-0Q,NA,1043,1,914,gpus
498,mid_range,-1,Radeon R7 A8-8650,NA,1044,52,913,gpus
538,mid_range,-1,GRID K220Q,NA,1045,16,912,gpus
764,mid_range,-1,GRID M6-0B,NA,1046,1,912,gpus
569,mid_range,-1,Radeon 6750M,NA,1047,1,911,gpus
317,mid_range,-1,Intel Iris 6100,NA,1048,546,911,gpus
186,mid_range,32,GeForce GT 640M,NA,1049,950,910,gpus
316,mid_range,-1,Radeon R7 A8-7500,NA,1050,5,908,gpus
221,mid_range,-1,Radeon R7 A10-7860K,NA,1051,271,907,gpus
32,mid_range,-1,GRID P40-6Q,NA,-1,1,905,gpus
248,mid_range,-1,Intel UHD Graphics 617,NA,1052,12,902,gpus
206,mid_range,-1,"Radeon R5 A6-9500 RADEON R5, 8 COMPUTE CORES 2C+6G",NA,1053,17,901,gpus
394,mid_range,-1,Radeon HD 8550G + 7600M Dual,NA,1054,1,901,gpus
682,mid_range,-1,Barco MXRT 7400,99.00*,1055,1,901,gpus
649,mid_range,-1,Barco MXRT 2600,199.00*,1056,1,900,gpus
496,mid_range,-1,Radeon R7 + R5 Dual,NA,1057,1,898,gpus
204,mid_range,-1,Radeon 620,NA,1058,12,897,gpus
536,mid_range,-1,7900 MOD - Radeon HD 6550D,NA,1059,1,893,gpus
287,mid_range,-1,Radeon Ryzen 5 3450U,NA,1060,5,893,gpus
262,mid_range,-1,Qualcomm Adreno 685 GPU,NA,1061,3,893,gpus
230,mid_range,-1,Radeon R7 A10-8750,NA,1062,50,892,gpus
322,mid_range,26,FirePro W2100,59.00*,1063,184,892,gpus
307,mid_range,-1,Radeon Vega 3,"2,677.99*",1064,2442,888,gpus
141,mid_range,80,Radeon HD 4770,59.99*,1065,407,888,gpus
173,mid_range,-1,Radeon R7 M440,NA,1066,208,886,gpus
267,mid_range,30,Radeon R7 240,109.99*,1067,3371,886,gpus
479,mid_range,-1,Radeon R7 + R5 435 Dual A10-9700 RADEON,NA,1068,5,886,gpus
231,mid_range,-1,Radeon R7 PRO A10-8770,NA,1069,20,886,gpus
378,mid_range,-1,Radeon HD 8650G + 7670M Dual,NA,1070,6,884,gpus
328,mid_range,-1,Radeon HD 7660G + HD 7730M Dual,NA,1071,3,882,gpus
485,mid_range,-1,Radeon E6760,239.99*,1072,13,877,gpus
211,mid_range,-1,Intel HD 520,NA,1073,14606,871,gpus
532,mid_range,-1,Radeon R7 G,NA,1074,1,870,gpus
506,mid_range,-1,Radeon HD 8570D + HD 6570 Dual,NA,1075,2,868,gpus
472,mid_range,-1,Mobility Radeon HD 4850,NA,1076,83,866,gpus
589,mid_range,-1,Radeon HD 8470D + HD 6450 Dual,NA,1077,1,863,gpus
277,mid_range,-1,Intel HD 6000,NA,1078,411,858,gpus
251,mid_range,-1,Radeon R7 PRO A12-8870,NA,1079,20,857,gpus
211,mid_range,-1,Radeon 520,89.99*,1080,212,857,gpus
173,mid_range,-1,GeForce 920A,NA,1081,17,856,gpus
350,mid_range,-1,Radeon HD 8550G + HD 7600M Dual,NA,1082,2,855,gpus
323,mid_range,69,FirePro 3D V4800,159.99*,1083,438,854,gpus
248,mid_range,-1,Radeon R5 A6-9500 2C+6G,NA,1084,24,853,gpus
389,mid_range,-1,Radeon R7 A8-7500 4C+6G,NA,1085,3,853,gpus
502,mid_range,-1,Radeon HD 8500M/8700M,NA,1086,24,853,gpus
276,mid_range,-1,Radeon Vega 3 Ryzen 3 3200U,NA,1087,43,850,gpus
296,mid_range,-1,Radeon R7 A8-7670K,NA,1088,68,849,gpus
292,mid_range,-1,Radeon R5 PRO A6-8570 2C+6G,NA,1089,5,847,gpus
68,mid_range,95,Radeon HD 4830,59.99*,1090,388,845,gpus
250,mid_range,-1,Radeon Vega 3 Athlon 300U,NA,1091,8,845,gpus
227,mid_range,-1,Radeon Vega 3 Athlon Silver 3050U,NA,1092,4,845,gpus
202,mid_range,35,GeForce GT 445M,NA,1093,79,843,gpus
234,mid_range,-1,Radeon R5 435,NA,1094,2,841,gpus
250,mid_range,-1,Radeon Ryzen 3 3250U,NA,1095,31,839,gpus
405,mid_range,-1,FireGL V8600,NA,1096,1,839,gpus
314,mid_range,66,Radeon HD 7670,NA,1097,122,839,gpus
198,mid_range,-1,Radeon R7 A8-9600 RADEON,NA,1098,166,838,gpus
454,mid_range,-1,Radeon HD 8470D + 6570 Dual,NA,1099,1,838,gpus
517,mid_range,-1,Radeon HD 8670D + R5 235 Dual,NA,1100,5,837,gpus
231,mid_range,-1,GeForce GT 635,66.94*,1101,389,836,gpus
418,mid_range,-1,Radeon HD 6650A,NA,1102,1,836,gpus
475,mid_range,-1,Radeon HD 7560D + 6570 Dual,NA,1103,6,833,gpus
179,mid_range,-1,"Radeon R5 PRO A6-9500 R5, 8 COMPUTE CORES 2C+6G",NA,1104,7,833,gpus
354,mid_range,-1,Radeon HD 7520G + HD 7500/7600 Dual,NA,1105,1,832,gpus
250,mid_range,-1,Radeon Vega 3 Ryzen 3 3250U,NA,1106,18,832,gpus
